0,824135
0,782896
-0,413115
-0,986139
-0,975692
-0,360193
-0,784957
-0,190885
-0,751260
0,197050
-0,022702
0,430331
0,860358
0,772769
-0,786387
-0,985941
-0,473523
0,488156
-0,226609
0,941507
-0,385679
-0,080215
0,085926
-0,237338
-0,850475
0,533445
-0,713806
0,568644
-0,255588
-0,181932
-0,732858
-0,431453
-0,399036
-0,145973
-0,417592
-0,374728
0,493834
-0,202549
0,434388
0,742574
0,994500
-0,588314
0,172905
0,854859
-0,815546
0,386519
0,868917
-0,289069
-0,125325
-0,357691
-0,347562
0,488996
0,562093
0,738364
-0,748342
0,711618
0,271809
-0,462149
0,280262
-0,983778
0,355920
0,547404
-0,415231
0,956884
-0,598569
0,167177
-0,417844
0,895265
0,964628
-0,983456
0,637839
0,959128
-0,571770
-0,189256
0,813986
-0,387316
-0,802737
0,682904
0,323615
0,071938
-0,674788
0,976053
-0,439066
0,887306
0,714417
-0,187409
0,598923
-0,013774
0,350443
-0,120815
0,002448
-0,293638
-0,573411
0,587217
-0,336754
-0,171981
-0,245606
0,245402
-0,276716
-0,280978
0,261946
-0,638877
-0,321851
0,690176
0,171867
-0,507864
-0,697140
0,369130
-0,824961
0,626475
-0,558932
-0,499748
0,602527
0,002002
-0,612443
0,316944
0,814593
0,986481
-0,696829
0,165035
-0,134334
0,305619
0,871398
0,292254
-0,107164
-0,465356
-0,879726
0,647230
0,780046
-0,156442
-0,633748
0,041992
0,204681
0,044401
-0,267832
-0,623452
0,536537
0,035028
0,745678
0,711576
-0,338497
-0,813254
-0,788172
-0,735970
0,188748
-0,400614
0,580975
0,003341
-0,414134
0,884145
-0,831624
0,451532
0,189764
-0,960226
-0,256213
-0,917400
